user_id,text,NPS_Score
3074457347340401725,"No system is perfect, but Miro makes for a highly functional hub for project-intelligence. The templates get you going quickly, the notifications are effective and the integrations mean that teams are unlikely to need to change much in terms of other toolkits.",9
3074457347684065069,"Intuitive, largely stable, good templates",9
3074457346250737306,Tables & graphs could be way better. Especially tables ,10
3074457346250737306,Tables & graphs could be way better. Especially tables ,10
3074457346669635862,break out boards. better privacy. hidden cards.,10
3074457347348798520,"So fun to use! Only recommendation: make it more pen/tablet friendly. I was using it with my XP pen and loving the idea of it, but the drawing feature was a bit glitchy with that tool. ",10
3074457347326127412,Generate force directed graphs from data then make the graph editable,10
3074457346874933991,"Everything I need, nothing I don't - a little annoying to get the hang of working with Miro scale, but once it's learned it's comfortable and easy.",10
3074457347177412766,Miro provides an unbeatable whiteboard experience that is intuitive and easy to manage.,10
3074457347441821336,"Easy to use, the pre-made templates help tremendously and it's collaborative.",10
3074457347427708039,It's super easy to use. And comfortable for work together remotely ,10
3074457347352034376,"intuitive easy to use, equal footing for all attendees to contribute even the quiet one   makes collaboration remotely easy, i think we have a replacement for the sticky note, would be interested to see how this would work iface to face",10
3074457346303579106,This mindmap program is truly the best,10
3074457347103761071,it's very comfortable for work,10
3074457346525802819,Being able to copy or to move nodes in a mindmap,10
3074457346525802819,Being able to copy or to move nodes in a mindmap,10
3074457346289720864,"Allow saving custom as a template
Empower visualization in presentation mode interactive (like Prezi)",10
3074457347005668387,"Why recommend?
1) Infinite Canvas
2) Frames as Containers for different topics

What more can it have?
1) Start Date & End Date Function for cards.
2) Features to alert tagged users when deadline reached in a card.
3) Features to add work duration in card.
4) Features to automatically do some actions when some events is trigerred in a card. Events such as ""adding start date/deadline"", ""deadline reached"", ""work duration exceeds time limit set for a project or in a frame"".",10
3074457347852758610,"It's great. Flexible, a lot of templates to help you on your organization and team, retrospectives... for me it's one of the best tool to make on a virtual way my work",10
3074457347125031946,"
It is very easy to use. It is good that they add new templates. For example, the one from Design Sprint by Jake Knapp.",10
3074457347835669754,i looooove all the templates. its what i have been looking for for years,10
3074457347372931600,For Online Live Training perfromance & features are stable & valuable so far,10
3074457348140218177,"Easy to use, great templates. ",10
3074457345872558958,Collaboration is very effective. Many usefull template. Nice and unique concept of boards.,10
3074457347104088703,I want an easy way to group sticky notes together,10
3074457347918705188,"the best app and tool is miro, but The one thing I want to ask you is... mindmap function... central image settings, the keywords on branches and etc...
on the basis of the original mindmapping concept(tony busan's)... that's all. 
OH, and I want the miro team to make one person plan service !!",10
3074457347113545116,"i like the ""quickness"" and the Lines between shapes/texboxes are wonderful because they stick and streach realy nicely. Only move around vs. object move on iphone is not too good. rest perfect. Make a Mindmap on Iphone i also not able to make. ",10
3074457347059516166,Include timelines templates,10
3074457347224781406,"make Alt key+mouse click-drag  to copy command like adobe illustrator.

regards to the mind map template. make the lines that connects the text bubbles more flexible. I'd like to be able  to reconnect the lines to other text bubbles than their original parent. my problem is that I have to delete a long branch when I want to reconnect an ""early"" line to a new text bubble parent. Also it would be nice to have multiple line options to parent text bubbles... 

Idkn if its too hard to code or take too much memory,, but being able to recover deleted text/images from action history would be icing on the cake for me.


keep it up. I've been dreaming of an online software like this for years. I was even thinking of starting an app like this myself years back. I hope the free version will stay free, since my studio doesnt have big money yet to pay for premium. 

much appreciate it. facilitating creative space is a wonderful thing. blank canvas with flexible interaction.

love peace and creativity

cheers

Heureka Studio
Dreamteam

:) 

",10
3074457346536565442,Miro is so easy to use and I love the templates,10
3074457346780602834,Really intuitive tool with a good collection of templates to get past writer's block. ,10
3074457346754152499,comfortable to work and easy to understand. ,10
3074457346328557168,add tables (like you can add a table in MS Word with given quantity of columns and raws) and basic formulas (+ - * / sum),10
3074457346405564694,The collaborative nature is very good.  It would be awesome if you had a template for multiple project timelines.  We created our own but a template would have been good.,10
3074457347373370359,"As a consultant who facilitates workshops with clients on a regular basis, I've long been looking for a digital tool that can provide the same dynamism you get while working together in the same physical space. Miro is that tool. But it's even better. The user friendliness of Miro makes the experience BETTER. You can group stickies easily, indicate support for ideas with emojis and voting, and organize comments effectively. I can't shut up abour Miro.",10
3074457347373370359,"As a consultant who facilitates workshops with clients on a regular basis, I've long been looking for a digital tool that can provide the same dynamism you get while working together in the same physical space. Miro is that tool. But it's even better. The user friendliness of Miro makes the experience BETTER. You can group stickies easily, indicate support for ideas with emojis and voting, and organize comments effectively. I can't shut up abour Miro.",10
3074457347394305477,"Intuitive UI, stable platform, feature packed. Very well made product",10
3074457346947541247,"More features for running retrospectives - voting on tickets and limiting the number of votes per person (a thumbs up/down button, or a ""reaction"" emoji on the sticky note would do the trick I think)",10
3074457346178509418,"Making the detailed note feature available as an attachment in multiple areas of the board, sort of like the card feature.
Cards + post-it note and text boxes have really bad text editing because you can change the sizes of fonts... so it makes it really hard to draft long areas of text and collaborate in those areas, so we have to use Box Notes to do so, which takes us away from the Miro ecosystem.",10
3074457346137472931,easy and smooth handling - little need for explanation - appropriate range of functions - stable and reliable application,10
3074457346309599417,"Easy to use, very adaptable. ",10
3074457347363859643,"some small improvments on the grids : merging, simple calculations?. 
i am a designer, so improved drawings tools : the same one + another to color in ""multiply"" mode.
above all : keep the interface as sleek, intuive, simple as possible. each added functions must improve, and not decrease the overall experience !
",10
3074457347545739707,"love it - the MUG calls on YT help a lot... shows the possibilities.
there's a learning curve for sure - to make it great, not just functional... but it's so unique I'm willing to stick it out :)

(creating the community login was a pain in the butt though!)",10
3074457346960544738,"Miro does exactly what I need and want it to do. I haven't used any templates yet, but maybe I'll give them a go. I use it for Innovaiton Boards.",10
3074457347018651502,We've been brainstorming the old fashioned way with a wall and many sticky notes. How much easier life will be with miro. Thank you.,10
3074457346229831678,interactive mindmaps (expand and collapse) and sub frames (same logic - I want to hide complexity and drill down) would be great.,10
3074457347147164717,"integration with word/google sheet, so it would be more suitable for academic writing (organizing references and etc)",10
3074457347393983715,"An amazing tool. The only thing, working with Texts and Tables is not very comfortable (especially the tables app is a disaster)",10
3074457346054279368,"Hard to tell, I think is already amazing. The only two moments where I switch to something else is when I have to do some free hand drawing on top of images or something like that. And the other is when I need to very quickly add a note (since I use miro as my whole life map / mural / organizer. Would love if I had some fun shortcuts or I could teach miro to integrate with some cool shortcuts in mac, not sure how but basically make it very quick to say ""add this text as a sticky note to my 'parking lot' frame"" for instance (kind of teaching miro some routines or skills and then be able to run them quickly from spotlight or a shortcut or something).",10
95784507,"I just love it. Except the working with sheets is not as good. If I copy a table from google sheets or excels, it creats too many notes, not table",10
3074457347363572768,Wide possibilities to make almost anything you can imagine - from mindcard to improvised CRM.,10
3074457347608440134,"The text function is weird for me--the text window is super wide by default, and also invisible, so it's hard to select them/move them around. I end up using stickies for all text. I do love MIRO overall, though! I had been waiting for a way to be able to work like this. :D  ",10
3074457345766056704,custom grids for presentations,10
3074457347521071519,I LOVE templates & smart drawing & easy collaboration. I don't love having a random test board that a colleague made & forgot clogging up my workspace. I have yet to play with the mobile app but it feels promising.,10
3074457345804331061,"Hello! Notion and trello is a little bit more easy with the kanban cards, becouse they atomaticaly add information to the each card. Time of the creation, last time edited and so on. How ever Miro is fore like operation system, we like it a lot so far and it is a lot to explore. Thank you!",10
10237434,make more free line tool. At this moment the line tool is to sticky when you want to draw just a simple line.,10
3074457347102942693,"Awesome user experience, can draw freely and share, plus templates are very helpful to direct thinking.",10
3074457347140814615,"An app for dice rolling (i.e. image of a dice dropped on the board, click the dice and it rolls, multiple colors and multiple dice at the same time as well). Ability to draw on a card and have the drawing stay when the card is moved.",10
212075,"I can put everything in one place, on one table",10
3074457346843596310,"comfortable
",10
3074457346694694726,I love Miro! As a PO all of the ready available templates help me to communicate product related artefacts clearly and neatly,10
3074457347035323059,please add some free template in free account,10
3074457346957176407,"Make the mindmap items moveable
 ",10
3074457347794875848,"Lots of templates and tools, fairly good syncing, ability to real-time collaborate is very useful",10
3074457346653993002,"Amazing interface. Great tool to do many things. Mindmeister is still much better for mindmaps, but Miro is stunning for everything else.",10
3074457345982965532,Someone asked me for Agile templates... I sent them to Miro,10
3074457347394663989,"Fast and easy ste up . Excellent templates, and convenient sharing possibility. I am definitely integrating this tol in my coaching practice!",10
3074457347200671719,"amazing collaboration software, the templates are really helpful",10
3074457346939395501,"As an independent management consultant without ready templates, frameworks or methods, I usually start my assignments with an empty sheet. Miro helps me tremendously to structure and visualize the challenges and solutions to my customers. Extremely efficient tool to collect all your data, references and other information, build nice visualizations and presentations. All of my customers have been asking, what is the tool you are using, and end up using it. Increasing the ready templates would be appreciated, although don't have too much complains regarding the number of exsting ones. ",10
3074457347548747717,possibility to create table,10
3074457346756190472,"
I love the colaboration tools, templates and the customization flexibility. I like that I can draw and take notes, but what I like the most and is why I plan to upgrade is you thought of agency's like me. ",10
3074457346230774688,improve usability of tables. make it possible to export as image a custom selection not only frames. ,10
3074457347990283431,"1. easier transfere to other programs (like Indesign or Keynote-presentations), so that they are still editable in this program (like position, color, font, editable text, ...) 

2. create own formats (for components like post-its, arrow, forms, lines, text formats, ...), so that if you wanna make small changes, you can change it in the format and so every object with this format, gonna be changed aswell",10
3074457345880481159,Is there a deadline function to a card? ,10
3074457347191921570,Free and useful. Excellent templates to get you started.,10
3074457347662692509,"Love the templates, what you can get on a free license, and how easy and intuitive it is! Keep it up :)",10
3074457346828034650,"Allow me to download the files directly in Miro format for backup reasons in case of network downtown or connectivity issues. I'm not sure if other formats (while useful to export to other programs) will reimport directly into Miro correctly. Also, maybe a few extra template options. I could use a good template for planning data structures.",10
3074457347327586818,"Let me write with the pen without overloading the system by treating each stroke as its own object! I love using my pen and tablet, treating MIRO like a real whiteboard. But when you use the pen tool it seems to eat up the processing power within MIRO itself. Letting me scribble without slowing the system would be the bee's pyjamas. You lot are amazing, keep up the phenomenal work <3",10
3074457347452490177,"in workshops some participants were confused by the menu on the left ( too many items) ... could we have condensed version for newbies. Like 4 tools: Select tool, new sticky note, connection, draw",10
3074457346938232296,"Add ""bits of template"" in a shortcut on the left bar. Sometimes you don't want the whole template, just one column of a user story mapping or one piece of timeline, because personally I prefer this tool to make flexible diagrams that mix lots of elements from different sources. 
To me, the advantage of Miró is taking the whiteboard to the screen in a comprehensible way that everyone can collaborate and with a design that can be saved for people to keep understanding and adaptate in the future.",10
3074457346580715495,"Maybe more templates... But I'm not sure which templates I'm looking for, just that I'm looking for something hahaha",10
85596267,"The tables are not my favourite thing (YET), but I love the rest <3",10
60102297,"The most versatile tool on earth! Not all features in the respective categories (e.g. Mind Map, Kan-ban etc.) but very usable already and in its unique combination unbeatable.",10
3074457347501158815,"I already recommended it to several colleagues. Very intuitive UX, great templates.",10
3074457347297972955,"very useful, maybe offer more templates for problem solving and team collaboration ",10
3074457347027020523,Roadmapping template,10
3074457347520751597,I like to use multiple templates on a page but I find it can be tricky to select the entire template once it's been added. Very often it adds on top of existing elements and I would like to move it. If I accidently unselect it I find it very difficult to then select it to move it,10
3074457346919248944,You've made a ton of improvements in the last year. Really love the templates (specifically user story map) that make creating boards much faster. Frames are also awesome.,10
3074457346615938009,Make nested comps-- the equivalent of Photoshop Smart Objects. We have information cards that need to be shared among multiple boards-- would be great if one card could be pre-comped & shared across boards.,10
3074457346738451546,"More templates that are around tables where the sections interrelate; you have lots of single flow process templates, and lots of matrices, but not many which show how, for example, several workstreams feed into one another and diverge at different points.",10
3074457345747433841,"hum...this qeustion is tuff!! your product is amazing. But if I get picky I would say, keep adding templates for us to use, like the ones you have but more focused on design thinking or user experience activities. Templates are great becasue they are an easy, fast way of learning how to facilitate a group activity. ",10
3074457347108437797,Make creating a new card easier,10
3074457345968244391,"More options in customizing the colors for tags.  There aren't enough tag options. :)  Better integration via a spreadsheet.  More options for using several columns to import and create the stickies or cards.  But this tool is great.  It has been highly useful and my team is loving the collaboration as we complete PI Planning.  We will be using it every quarter.  AND, your customer support is amazing!  They have been quick to respond (when it is likely high demand currently) they were so kind and easy to message with.  Patient and effective and offering solutions until we got one. ",10
3074457347180608540,some of your templates (kanban) are amazing and have structured data behind them. Many are not. Wish you had more awesome ones and clearer show of which are awesome,10
3074457347148789694,"Everthing i missed so far, you have been presenting as B-feature thing a couples weeks... so keept up doing that. Next feature i really miss is the option to include an image within the cards. While exporting the cards to excel, this image should then, transfer with the text and tags into the tabelle. Thanks for your great work and very handy tool.",10
3074457346802596999,fold the branches in mindmap and add images to a mindmap. As now using other apps is more convinient,10
3074457346724597528,"Sortable columns would be cool. Like a spreadsheet.Also,when I search in a big paragraph of text in a. text box, highlight the text in the textbox, not just the whole textbox. ",10
3074457347670168451,"It has been amazing to use, at least for me that I have a bachelor in desing, with a pen tablet is great, with mouse is really complicated",10
3074457347742239716,"Examples. Inspiration. Miroverse is amazing. I think your tool has a good potential for ""simpler"" things, like my agenda, lists, personal notes, etc. Think Notion and their templates. Keep it up! Salutes from Argentina!",10
3074457345950714657,"The ability to share thoughts and ideas in real-time, in a single space, with great templates, is brilliant. What is needed is a better presentation implementation. You should make it so that a bunch of guest users are able to login. It will help your customers and is free advertising!",10
3074457346541740859,More technical(engineering) templates :) ,10
3074457347431926930,"Absolute perfect app for planning. I love visual planning, mind maps especially. But here, with all the templates, cards, grid options, you can truly create whatever you need on an infinite canvas, and that is just brilliant.",10
3074457347749356262,"It just does well what it offers. An infinite white board, digital, collaborative, and has templates. ",10
114820755,"Ease of use and number of templates. I am an occaissional user, that means that it is the most cost effective way of communicating information graphically.",10
3074457346543060766,Add a snap to grid setting,10
3074457347280775635,"Let me be able to filter cards only within my current viewport's range. For example, I have copies of multiple cards that I use in different places, and I want to select all the ones with the ""design"" tag, from the batch I am currently looking at without also selecting the other ""design"" tagged cards outside of my current view.",10
3074457347530352821,"I were looking for an aplications with floating cards to drag in sectors distincts to Kanban. Examples: Ishikawa, SWOT, etc. I have found it with Miro.",10
3074457347325418866,PASTING TABLES INTO THE board and it stays as tables....,10
3074457347192578550,"I put 10 points, because in Miro I can visualize whatever template I want",10
3074457346411402665,"I still think mural has more templates... but I am a big fan of MIRO and all of my students user it for their projects
",10
3074457346993446725,Love the way the product has evolve and now covers a lot more use cases and templates,10
3074457347714328146,Explain the pricing model better. Offer a pricing model suitable for individuals / private people that want to use Miro for planning (e.g. a wedding).,10
3074457346631883104,"Very useful for visually illustrating taskflows, mindmapping, and notetaking.",10
3074457346840580213,"best feature: flexibility and easy to create diagrams.
worst: cards and canvas are an amazing addition but are much worse compared to trello, I would only use miro but since trello canvas is better I'm linking trello boards to my canvas in miro

",10
3074457347102573662,"It's so easy to use, flexible but yet low learning curve - and the mobile upload (being able to upload stickies and images from mobile) is the tipping point",10
3074457347796273576,"It would be very nice if you could choose which sticky note was the default size when adding a new one (specifically the wide vs square one) - maybe it remembers the size that you added last? - It's truly a small issue, as I can get around it by alt+dragging a note. But it's the little things. Appreciate you all 🙏🏼",10
3074457346938073346,great template and ease of use,10
3074457346277878872,Improve sketching on a tablet - although... very low priority for me - great software!,10
3074457346277878872,Improve sketching on a tablet - although... very low priority for me - great software!,10
3074457346272855664,"Collaborative, presentable and intuitive
",10
3074457347275706350,"Generic ""empty"" pages templates with nice design. ",10
3074457347662729449,Miro is the best collaborative tool I've used.  I love the templates for different applications. It is very intuitive to use.,10
3074457348060564079,It's super - I love the LEAN tools and templates.  Excellent setup - wish my company would have a corp. license!,10
3074457347353623673,You pay attention on what we need. The table is the best!,10
3074457347838285792,"I am already pushing Miro company wide.
Things to do better:
A little better grids (the grid lines can not be configured)
Planning Poker as default app - I dont have the time to explain ~20 people (2 teams) how to verify the app.
More more more templates, especially more ""small"" templates, I am also working on this ;).
Voting: Give the option to vote every X just once.
Activity board should contain seconds.
I did not try the Zapir Apps yet, so maybe i exists already - I would love to have some simple way of spreadsheeting and visualization of for example surveys in miro.
Grouping and locking is super cool, but sometimes also super confusing. Beeing new at Miro I often do not understand what I am ungrouping / unlocking.

But really, guys, keep it up! Miro is so cool, I am recommending it all the time. I also love how lean it is. Dont build it to complicated ;)",10
3074457347614768778,"template for research proposals (project plan, time plan, concept sketch)",10
3074457346986592676,It is very intuitive and offers a lots of templates for developing different works. I used it for my strategy plan.,10
3074457346874322135,"No need for flipchart and sticky notes, save trees plus it keeps all ideas in a clear and trackable ways. ",10
3074457347213286957,Really useful. Would love more font options especially for sticky notes though!,10
3074457347230788504,add integration with excel and g.sheets so i can make connections between cells in excel doc and content of stickers in miro,10
3074457346629589540,"PLEAAAAAAAASSSE make the sharing feature better....  I can't evangelize this product and make it grow if I can't share a Miro board with a person (new to Miro) and have them be able to edit it as a collaborator immediately.  It should be editable as soon as they create a new (free / trial) account. This is not what I understand the experience to be -- I have failed 5 times in a row to get a collaborator on-boarded to Miro.  Its super frustrating and makes me look like an idiot for suggesting such an "" intuitive and easy to use tool"" only to have my client/friend/etc get blocked from editing it. ",10
3074457347406121910,"Fix the mobile app - always crashing, can't convert sticky notes. Doesn't even need to have that many features as I'm only using it to review stuff and maybe add a few notes.",10
3074457346874322135,"I like the infinite canvas, the template and it's on cloud so you can bring it up anywhere you want
",10
3074457346317404561,more templates,10
3074457347345209234,Let me make my own templates... or is that already possible?,10
3074457346789670918,better templates/support some uml diagrams (sequence diagram) and event storming,10
3074457347810859215,"I really think its fantastic!! I have already reccomended it to my program at Columbia University  as we are figuring out how to go online well, and my dept is now applying for the free educational inst. subscription. As a drawing teacher, I wish I could add my students with upload priviledges but not delete privileges-- maybe there would be a student level of particpant? I also wish there was a better way to draw on the boards --maybe a frame with better resolution or line sensitivity? so I could use a tablet to draw on your boards. This is the closest I have come, though, since we had to go online for the pandemic, to recreating a studio wall. I really love it. Thank you for the free access!",10
3074457347214762456,"TODO list, the kanban style one is too complex and not too fun to use. Just a list of easily editable items that you can check.",10
3074457346911366473,I find it intuitive and adaptable.,10
3074457346673709985,"More templates and integration functionality with JIRA for example or confluence
",10
3074457347927124753,"smooth controls, layer control, dynamic resizing, easy/fast upload, extremely stable, great usability ",10
3074457347609293594,"It's so easy, I'm comfortable with software but working with teams who often aren't. My colleagues navigate the program so easily. It's really helped us!",10
3074457347125031872,"markdown in cards; 
frames: abillity to ""hide"" specific frames from presentation view.  beteery yet named (arbtrary) lists of frames, so you can make many presentation from one board.
ability to style links between nodes
webvr interface",10
3074457347051712218,love the mindmaps,10
3074457347206623182,More templates,10
3074457346561124089,"I use Miro as a digital scrum board. I love the 'tickets' however I would like to be able to have a 'parent' card. For instance, we have a user story map which contains all of the work we have in our MVP, but we when use another artboard to reflect the work done during a sprint. I would like for the user story to have a single source of truth so that I can have multiple representations of that user story, but don't need to update the tags on a single user story in multiple locations. Similar to the way Symbols work in Sketch. ",10
3074457347124603411,It is what I was looking for a long time ago. As soon as I'm profitable enough I'm gonna upgrade my acc.,10
3074457347129175742,The library of templates is very helpful. I appreciate the ability to use an every-growing canvas to hold multiple perspectives. And the free-mium business model lets me explore.,10
3074457347526950311,Improve the mind map template to be able to reorganise (drag a bubble and put it somewhere else). Thanks for your great work!!!,10
3074457347096051548,"The app is great, the best way to organize my studies and thoughts I found. The only problem I came across was the tables, I couldn't adjust them. Thanks for the great work!",10
3074457346318018651,Sometimes when working with images/texts and I upload new BIG RES image/ or create new sticker etc - there is no consistency in scale - should i reduce my image or scale up my sticker ? If it makes sense :),10
3074457347364757248,This is an excellent tool for getting ideas out on the table--i.e. ideating and synthesizing.,10
3074457347462023078,"I'm already recommending it for various meetings and using it as a place to organize my thoughts on stickies. Without Miro, remote working would be something I can't picture.",10
3074457345707866029,best online whiteboard for sticky note exercises. better than mural.co,10
3074457347251697917,Keep adding more templates,10
3074457347177078469,"Miro is THE most fully-featured collaborative canvas I have used. I use it at work and for personal use (for playing tabletop games with my friends) and it continues to shine with the freedom of expression it enables with its users. 

My one feature request would be more shape options. (ie. editing the skew on the trapezoid)",10
3074457346911376167,Would be awesome if I could connect a table/diagram to an excel or .csv file :),10
3074457346330906778,"Tablet Mindmap support
Full tablet support in general
custom 'themes' for board colours",10
3074457346980318175,You are amazing but currently I see a lot of features and types of board so I get a bit frustrated. I would like to have some onboarding for the templates.,10
3074457346514961450,Easy to use templates and models,10
3074457347383248453,"User friendly, wide range of template to choose from",10
3074457347177698658,"User friendly, great templates",10
3074457346037971174,"Some improvements on the new grid feature: vertical alignment, groups inside cells, padding, cell spacing. Allow SVG files to be inserted and custom filled.resized.....add card features to stickies and allow card visual customizations. Improve voting feature to allow dot voting, with layers that could be hidden/shown. Better boards organization features (folders of projects and folders inside projects). Add LOE (maybe even integration with Jira) and allow sum (maybe on grids). I know that some of these wishes may be out of what you planned for Miro, but it has the potential to be the #1 tool for remote WORK, not only collaboration. Extend the features and the plugin API to make these possibilities endless. ",10
3074457346037971174,"Some improvements on the new grid feature: vertical alignment, groups inside cells, padding, cell spacing. Allow SVG files to be inserted and custom filled.resized.....add card features to stickies and allow card visual customizations. Improve voting feature to allow dot voting, with layers that could be hidden/shown. Better boards organization features (folders of projects and folders inside projects). Add LOE (maybe even integration with Jira) and allow sum (maybe on grids). I know that some of these wishes may be out of what you planned for Miro, but it has the potential to be the #1 tool for remote WORK, not only collaboration. Extend the features and the plugin API to make these possibilities endless. ",10
3074457347927032171,The templates on miroverse are amazing. I love your updates and how you take users through them. I have no feedback to make it better right now - very happy and currently promoting to clients and friends ,10
3074457346566824901,Everything works just perfect. The only issue I have encountered so far is inability to change the color of text on a sticky note when I double-click on it to typre something. But maybe I'm just a bit blind ;) Great job there!,10
3074457347838783549,"great product, but need a better template for a classic website sitemap style :)",10
3074457347420417830,"Usability and responsiveness. Miro mostly ""just works"", like any design tool. Including most common keyboard shortcuts. And there is a plethora of features and templates.",10
3074457346158475707,Great templates and easy to get started. Good UI.,10
3074457347129512459,"Please, Add more templates ",10
3074457347687046743,"Intuitive and easy to just get on with work done, I think in mindmaps so that is the template I at this stage use most often",10
3074457346263517989,Allow me to turn layers on/off so I can control what my workshop participants see when they come into an activity? Have an Ortho-Lock feature with drawing lines and arrows? Have templates that help create the best layouts for communication design standards? Have color pallet suggestions that are best for color blindness or visual impairment- with sets of post-it colors and background color combos?,10
3074457347171743986,I use Miro as a simple virtual table top for D&D. Allowing the eraser tool to gradually erase instead of removing whole highlighted blocks would allow me to reveal the map gradually to my players.,10
3074457347526095071,"The mind maps are good, but could be improved by providing the ability to collapse child links this is particularly useful if you want to focus on one area. A Gantt chart template would also be a real bonus. Also the ability to restrict editing access would be useful.",10
3074457347763744684,More and more templates! More and more integrations with collaboration tools.,10
3074457347476404612,"More easy to Input text
More large field in sticky note",10
3074457346771700440,Improve your tables control,10
3074457345788036997,miro is very flexible and easy to use with many templates and a clear toolset. kind of a love mark for me.,10
3074457347367355366,"Allow linking (grouping) of objects (sticky notes, images, etc) to entries in a mind map.
",10
3074457347067672777,Design templates (like find in Canva); or at least colour palette themes (combinations of colours that look good together),10
3074457347346805306,"The pen tool is rather awkward. For instance, I use a wacom pen tablet and am used to flip my pen around to erase a drawing. Having to open the pen drawer and switch it to an eraser is .. meh. Another improvement to the smart pen would be if it could distinguish between handwriting and drawing. You can't use the smart pen if you want to add writing to the drawing. ",10
3074457346327070741,"A presentation mode where the objects are not-editable and you can move them around without fear of the text or other editing dialogs coming up.

I use Miro in a lot of my online classes at modusinstitute.com and love the look, feel, and flexibility of the tool. But I'm constantly re-clicking to make the editing dialogs go away when giving a lecture.",10
12221141,possibility to assign more users to a card,10
12221141,possibility to assign more users to a card,10
3074457346265474001,Awesome collaboration tool with available templates to interactive contribute.,10
3074457347427569271,"Easier to find and use templates, and make the link to share a board easier to fint! I alwasy look for five minutes until I find it.",10
3074457347366066958,Easy to use and no hiccups or issues with lag. Very stable and easy to use. I feel like I'm using a whiteboard at my office.,10
3074457346505567232,"Double down on the Miro academy with video on specific uses for Miro. 
Add more templates (even several variations of the same type).
",10
3074457347150489547,"we use it a lot, I like the custom templates.  figuring out how to make connecting boxes actually work is just amazing.",10
3074457347064394095,"because it have many templates, and develop flow chart is really easy! and pretty too. It's practical, and I love work online with my boss",10
3074457347047742369,"Either it's not possible; or it's not intuitive how to (for me at least): but I miss a way to link together mindmap nodes when they are detached (like moving a node from one mindmap to another). I use that (excellent) method to lay out data structures, and some times I need to move stuff around",10
3074457347853750653,Great virtual workshop (whiteboard and sticky notes) tool.,10
3074457346574513188,ricardo@frenet.com.br,10
3074457346701841206,a perfect tool for a visual thinking person! I mostly use Miro to map out my ideas and move on the other tools like google slide to transform them into a presentable format. Miro is like my notebook of mind,10
3074457347034750510,"More types of cards to put text in, and being able to resize them to any proportion",10
95100643,Make Wireflows (shapes with links to frames) possible. Allow non-connecting lines. A decent basic table (view) with card records.  ,10
3074457346937978373,grids for alignment; font flexibility with post-its (bold); library of icons would be awesome,10
3074457347014734646,"easy, intuitive navigation, lots of template available, elegant over all design",10
3074457347085026042,"Some objects I would want to set as background and ""lock"" them so that they will never be selected in any selection. Now if I want to group select a couple of stickies I often also select one of the lines indicating a column on the board. You could also generalize this to a ""layer"" where if I work in one layer I don't want to touch anything in another layer. ",10
3074457347085026042,"Some objects I would want to set as background and ""lock"" them so that they will never be selected in any selection. Now if I want to group select a couple of stickies I often also select one of the lines indicating a column on the board. You could also generalize this to a ""layer"" where if I work in one layer I don't want to touch anything in another layer. ",10
3074457347142388162,"Fix lag issues with the new grids. Sometimes it is really slow to edit a text, but everything else is working fast as usual.",10
3074457347493528335,Very user friendly platform. have number of templates which are very ay to use,10
3074457347374782558,"Tabletop games mechanics: dice roll, cards",10
3074457347216558375,I have whole new great experience co-working with miro but hope (1) little faster loading speed. (2) Form EDIT mode that I can edit cards when watch each frame like presentation mode.,10
3074457345821182276,extremely usefull tool. for service and interaction designers. Feature request: in mindmap mode i would like to drag groups of objects (+ child nodes) into different branches.,10
3074457348107998568,It has been a very useful tool to keep working online and in a dynamic way. The templates are useful to start working quickly. However not all the shortcuts work. ,10
3074457346589234762,the best tool for collaboration & online sticky note,10
3074457347636418723,The tool is great. I love the tons of templates and usages!,10
3074457347709213651,"more shapes and templates - not only for project-management, but also think about Lean Management and Team-Boards (Skill-Matrix, idea-management, etc...)",10
3074457345801501456,AM SO excited about the sticky note capture! Thank you!,10
3074457346818401030,A proper tablet version. I can see myself using Miro with my stylus,10
3074457346818401030,A proper tablet version. I can see myself using Miro with my stylus,10
3074457347553288594,"make all boards in a team fully editable (including deletion) by the team administrator (I currently have boards in my team which I cannot delete, but were accidentally created by some teammembers...)",10
3074457346809411806,Very helpful for a visual person like me. The templates are useful and makes the planning process much easier. ,10
3074457346251093561,"Features! Please create a good manual to create, save and share templates",10
3074457347144945320,The possibility to create tables like in the Word,10
3074457346667338462,"Ребята привет:)
Сделайте больше инструментов например круто будет если в mindmap появятся элементы для TOC",10
3074457346481316572,"Your onboarding, templates, collaboration EVERYTHING is on point",10
3074457347561566272,Many templates available and real time collaboration. Very useful for designers.,10
13013710,"Firstly, Miro probably has the sleekest user interface I've ever seen, and the performance is absolutely amazing, not to mention the massive functionality. You've come a long way since RealtimeBoard, and it's mind-blowing. My friends and I just keep finding more and more things to love and gush over about it!

Kanban boards are one of the most useful tools my team and I use. I'd love to see improvements to the way cards are displayed. Currently, there are only a couple of levels of font size for the cards, which makes it so I have to either zoom way in, or zoom OUT to easily read the card. Having more breakpoints for the font size based on zoom-level or otherwise scaling the text consistently would be huge.  I'd also like the little expand button that appears when hovering a card to appear even when zoomed further out. It might also be worth experimenting with cards that grow vertically when it has more text in it.

A pie-in-the-sky idea I'd love would be to have document objects on the board that functions as the Note feature with headers and formatting but are on the board itself and can be moved and sized. Having the Note functionality within a card's expanded view could also be quite useful.

Absolutely stunning work!",10
3074457347250253703,"Fast, responsive, works across all my devices (iOS and Android), great tools and templates. <3",10
3074457346656983058,I keep recommending it to my fellow students in mindmapping excercises,10
